Incident_ID,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
2861,Japan,2020,Man-in-the-Middle,Banking,73.85,278424,Nation-state,Zero-day,Encryption,9
714,UK,2024,Phishing,Government,30.68,393201,Nation-state,Social Engineering,Firewall,3
91,Australia,2017,SQL Injection,Healthcare,68.91,634048,Hacker Group,Unpatched Software,Firewall,66
2955,China,2024,Phishing,Retail,11.72,311675,Unknown,Weak Passwords,Firewall,18
1206,Brazil,2015,Phishing,IT,16.44,82841,Insider,Social Engineering,Encryption,36
2586,France,2024,SQL Injection,Healthcare,5.7,400840,Insider,Social Engineering,VPN,57
1828,Japan,2015,DDoS,IT,33.27,207244,Hacker Group,Zero-day,Antivirus,38
1156,China,2022,Phishing,Telecommunications,72.06,459296,Nation-state,Weak Passwords,AI-based Detection,13
1325,UK,2018,SQL Injection,Retail,72.21,597358,Nation-state,Zero-day,VPN,30
217,India,2016,Ransomware,Retail,29.48,403737,Insider,Zero-day,Firewall,26
511,UK,2019,Malware,Education,90.7,440178,Insider,Unpatched Software,VPN,15
1681,USA,2017,DDoS,Government,96.89,794147,Unknown,Unpatched Software,Antivirus,4
500,UK,2019,Phishing,Telecommunications,90.67,902952,Unknown,Weak Passwords,Encryption,8
2549,Japan,2019,Man-in-the-Middle,IT,42.34,130309,Insider,Zero-day,AI-based Detection,56
1857,UK,2016,Ransomware,Retail,32.16,329026,Nation-state,Weak Passwords,VPN,31
1389,Russia,2020,Ransomware,Telecommunications,58.73,345623,Unknown,Weak Passwords,AI-based Detection,67
1520,China,2020,Phishing,Education,33.69,943680,Insider,Zero-day,AI-based Detection,46
2387,UK,2018,Malware,Healthcare,27.61,375245,Hacker Group,Social Engineering,Firewall,20
2722,Brazil,2021,Malware,Government,79.56,334916,Nation-state,Weak Passwords,Firewall,35
2077,Russia,2021,Man-in-the-Middle,IT,70.97,465446,Unknown,Unpatched Software,Encryption,51
1541,India,2015,Man-in-the-Middle,Banking,38.1,187807,Nation-state,Unpatched Software,VPN,37
1218,China,2019,Phishing,IT,5.05,65176,Unknown,Weak Passwords,Encryption,49
1417,Japan,2017,Malware,Retail,74.01,750473,Unknown,Zero-day,Antivirus,41
2218,Germany,2015,SQL Injection,Government,87.71,1579,Unknown,Unpatched Software,Antivirus,55
2622,Australia,2022,DDoS,Education,9.73,907708,Unknown,Unpatched Software,AI-based Detection,44
1677,USA,2019,DDoS,Telecommunications,43.29,266748,Unknown,Unpatched Software,Antivirus,30
1198,Germany,2022,Ransomware,Education,7.65,643306,Hacker Group,Zero-day,Encryption,50
1543,China,2024,SQL Injection,IT,36.27,237068,Hacker Group,Zero-day,Encryption,65
954,India,2020,Phishing,Education,39.72,512850,Hacker Group,Zero-day,Antivirus,15
751,Japan,2021,Phishing,Government,22.94,622723,Nation-state,Weak Passwords,AI-based Detection,67
235,Japan,2022,SQL Injection,Telecommunications,67.62,822256,Insider,Unpatched Software,Firewall,60
733,Australia,2018,DDoS,Healthcare,20.39,913090,Unknown,Zero-day,VPN,2
2993,UK,2021,Malware,Banking,60.14,191427,Nation-state,Zero-day,Encryption,56
1157,India,2019,Ransomware,Telecommunications,90.48,46972,Nation-state,Social Engineering,VPN,23
2574,Germany,2015,Phishing,Retail,84.77,779922,Nation-state,Zero-day,Antivirus,50
2446,UK,2020,DDoS,Retail,70.03,971464,Nation-state,Weak Passwords,Firewall,4
1210,France,2017,Ransomware,IT,93.15,372975,Hacker Group,Weak Passwords,Firewall,64
1066,China,2021,SQL Injection,IT,39.44,155768,Nation-state,Social Engineering,AI-based Detection,19
2157,Germany,2017,DDoS,Telecommunications,84.38,724629,Insider,Unpatched Software,AI-based Detection,18
1063,Russia,2020,Phishing,Banking,98.38,355505,Nation-state,Unpatched Software,AI-based Detection,35
1168,Australia,2021,Malware,Healthcare,10.35,776819,Insider,Unpatched Software,VPN,64
1493,China,2016,DDoS,Telecommunications,97.83,699791,Nation-state,Weak Passwords,Encryption,2
2475,USA,2020,DDoS,Healthcare,38.14,846602,Insider,Weak Passwords,Firewall,31
885,USA,2022,SQL Injection,Government,98.46,429452,Hacker Group,Weak Passwords,Antivirus,6
144,Germany,2022,DDoS,IT,78.18,987652,Hacker Group,Social Engineering,VPN,72
2943,Russia,2019,DDoS,Healthcare,68.1,819663,Unknown,Zero-day,Encryption,5
851,UK,2022,Phishing,Government,97.56,722445,Nation-state,Weak Passwords,Firewall,10
718,Japan,2024,Ransomware,Banking,24.22,584428,Nation-state,Weak Passwords,Firewall,34
2865,China,2019,Man-in-the-Middle,Education,75.86,985505,Unknown,Social Engineering,Encryption,26
265,Japan,2023,Ransomware,Banking,52.86,261038,Nation-state,Social Engineering,Encryption,48
76,Australia,2023,Phishing,Telecommunications,24.65,221512,Nation-state,Zero-day,AI-based Detection,56
396,Germany,2023,Phishing,Government,88.55,698597,Unknown,Social Engineering,Antivirus,66
2546,China,2016,Man-in-the-Middle,Retail,82.52,217938,Nation-state,Weak Passwords,VPN,69
2225,USA,2023,Malware,IT,52.54,201017,Insider,Unpatched Software,Encryption,17
2800,Japan,2024,Ransomware,Retail,47.44,696953,Nation-state,Zero-day,Firewall,54
397,Russia,2015,SQL Injection,Education,5.26,559195,Insider,Weak Passwords,VPN,52
1366,Germany,2023,Man-in-the-Middle,Healthcare,75.8,943724,Insider,Unpatched Software,AI-based Detection,58
2501,Australia,2021,SQL Injection,Telecommunications,22.51,71557,Insider,Social Engineering,Antivirus,47
1904,USA,2018,Phishing,Telecommunications,15.56,734448,Unknown,Social Engineering,Encryption,37
596,UK,2018,Ransomware,Government,6.6,152302,Hacker Group,Social Engineering,AI-based Detection,26
2110,Brazil,2020,Phishing,IT,94.02,581813,Unknown,Social Engineering,Encryption,20
1297,China,2021,Man-in-the-Middle,Banking,85.26,812101,Insider,Social Engineering,VPN,52
1822,India,2022,Man-in-the-Middle,Banking,32.47,947465,Unknown,Unpatched Software,AI-based Detection,69
873,USA,2022,Malware,Retail,7.65,864358,Hacker Group,Unpatched Software,VPN,11
2912,India,2018,Malware,Banking,20.76,68718,Insider,Social Engineering,Encryption,47
2327,Germany,2024,Man-in-the-Middle,IT,93.13,952299,Unknown,Weak Passwords,VPN,33
1549,Russia,2020,Man-in-the-Middle,Telecommunications,10.12,405253,Hacker Group,Unpatched Software,Antivirus,52
37,China,2020,Man-in-the-Middle,Education,19.81,722788,Nation-state,Zero-day,Firewall,70
2527,France,2022,Phishing,Retail,39.15,724409,Unknown,Weak Passwords,Antivirus,56
2144,Australia,2022,DDoS,Education,92.06,721334,Insider,Social Engineering,VPN,31
2941,Russia,2017,Malware,IT,68.12,627616,Insider,Zero-day,Firewall,29
978,Russia,2015,DDoS,Telecommunications,57.21,609196,Unknown,Social Engineering,VPN,4
1572,Brazil,2023,DDoS,Government,42.75,746425,Unknown,Zero-day,VPN,24
1123,Russia,2024,Ransomware,Healthcare,98.25,877571,Insider,Weak Passwords,Antivirus,19
2240,Brazil,2021,Malware,Banking,34.68,786462,Unknown,Weak Passwords,Firewall,17
1893,Russia,2020,Ransomware,Telecommunications,76.61,791323,Insider,Unpatched Software,Encryption,40
676,China,2015,DDoS,Education,94.74,103079,Nation-state,Social Engineering,Antivirus,57
729,Japan,2022,Man-in-the-Middle,Retail,44.34,516125,Unknown,Zero-day,Firewall,67
413,India,2019,DDoS,Telecommunications,14.53,857688,Insider,Zero-day,Antivirus,55
1517,France,2017,Man-in-the-Middle,Education,76.35,517640,Hacker Group,Unpatched Software,Firewall,4
1650,France,2021,Phishing,Retail,13.47,537683,Insider,Unpatched Software,VPN,41
826,Russia,2021,Ransomware,Telecommunications,11.04,904330,Nation-state,Weak Passwords,VPN,49
617,Brazil,2015,Phishing,Retail,19.93,355008,Hacker Group,Unpatched Software,Antivirus,31
115,USA,2021,Malware,Retail,71.11,961868,Hacker Group,Unpatched Software,Antivirus,57
418,UK,2022,Phishing,Government,61.87,298941,Unknown,Zero-day,Antivirus,13
1626,Australia,2016,Man-in-the-Middle,Education,37.48,382682,Nation-state,Zero-day,Firewall,12
2940,USA,2024,Malware,Retail,52.2,579778,Nation-state,Zero-day,Firewall,57
90,India,2020,SQL Injection,Education,62.5,550656,Nation-state,Weak Passwords,Encryption,4
2083,UK,2016,Ransomware,Education,80.77,884536,Insider,Zero-day,Encryption,34
754,USA,2017,SQL Injection,Healthcare,51.26,28682,Hacker Group,Zero-day,VPN,44
1631,France,2023,Phishing,Education,37.38,978508,Insider,Weak Passwords,Firewall,42
12,China,2016,SQL Injection,Healthcare,38.81,920768,Hacker Group,Unpatched Software,AI-based Detection,27
2445,Japan,2019,Phishing,Government,73.35,706019,Nation-state,Zero-day,Encryption,65
285,India,2018,Man-in-the-Middle,Healthcare,94.6,7347,Insider,Zero-day,AI-based Detection,7
1067,Australia,2024,Malware,Telecommunications,83.69,824298,Nation-state,Unpatched Software,Firewall,4
1192,Germany,2018,SQL Injection,Banking,81.33,508544,Insider,Unpatched Software,VPN,45
1441,India,2016,SQL Injection,IT,29.24,786464,Unknown,Weak Passwords,Encryption,38
2802,Australia,2020,Ransomware,Retail,71.03,91228,Hacker Group,Social Engineering,Antivirus,22
2801,Russia,2015,Malware,Education,24.47,977607,Hacker Group,Zero-day,AI-based Detection,62
2711,Japan,2020,SQL Injection,Banking,64.25,877560,Nation-state,Weak Passwords,Encryption,61
1569,China,2021,SQL Injection,Healthcare,57.2,328454,Nation-state,Zero-day,VPN,10
2428,Brazil,2018,SQL Injection,Retail,36.63,829742,Insider,Unpatched Software,Firewall,57
2578,Brazil,2024,Phishing,IT,72.33,182613,Unknown,Unpatched Software,AI-based Detection,26
1688,India,2022,Malware,Telecommunications,97.03,404834,Hacker Group,Zero-day,VPN,62
852,USA,2023,Ransomware,Government,84.13,695841,Nation-state,Zero-day,AI-based Detection,21
2208,India,2017,Man-in-the-Middle,Telecommunications,32.4,437554,Insider,Weak Passwords,Firewall,19
896,Germany,2016,Phishing,IT,2.1,176471,Unknown,Zero-day,VPN,9
497,Brazil,2021,DDoS,Banking,14.72,126781,Insider,Weak Passwords,Antivirus,32
2306,Russia,2023,SQL Injection,IT,52.35,743325,Insider,Weak Passwords,VPN,9
1783,Brazil,2018,SQL Injection,Retail,84.79,99876,Insider,Unpatched Software,Firewall,56
336,Japan,2024,Man-in-the-Middle,Healthcare,72.08,261230,Insider,Social Engineering,VPN,19
516,Australia,2018,DDoS,Retail,41.59,860119,Nation-state,Unpatched Software,Encryption,30
1349,Brazil,2021,Man-in-the-Middle,Education,27.95,625370,Insider,Social Engineering,Firewall,24
1016,Russia,2015,DDoS,IT,66.09,467190,Nation-state,Social Engineering,AI-based Detection,25
2809,UK,2017,Phishing,IT,57.17,477292,Nation-state,Social Engineering,AI-based Detection,18
2804,France,2021,Man-in-the-Middle,Government,44.03,60431,Hacker Group,Weak Passwords,AI-based Detection,59
1782,Brazil,2023,SQL Injection,Telecommunications,31.54,839281,Insider,Weak Passwords,Encryption,25
1786,China,2015,Ransomware,Government,86.88,99312,Unknown,Zero-day,AI-based Detection,60
2071,Brazil,2015,Malware,Healthcare,23.01,686119,Insider,Weak Passwords,VPN,25
357,France,2018,SQL Injection,Government,80.06,400807,Unknown,Weak Passwords,Firewall,67
2853,China,2021,Ransomware,Retail,40.01,998728,Unknown,Weak Passwords,AI-based Detection,68
1313,Germany,2016,Phishing,Telecommunications,46.28,992092,Hacker Group,Unpatched Software,Encryption,3
1636,Germany,2015,Man-in-the-Middle,Retail,85.34,819676,Hacker Group,Zero-day,Antivirus,59
551,USA,2022,Malware,IT,4.06,863756,Nation-state,Unpatched Software,AI-based Detection,66
2389,Australia,2016,Man-in-the-Middle,IT,80.27,653967,Unknown,Unpatched Software,Encryption,21
2480,India,2022,Malware,Retail,13.88,813217,Insider,Zero-day,AI-based Detection,71
2522,France,2018,Ransomware,Government,2.79,443730,Hacker Group,Weak Passwords,Antivirus,39
2266,China,2023,Man-in-the-Middle,Banking,3.47,194670,Nation-state,Social Engineering,Firewall,29
1228,Germany,2015,SQL Injection,Government,0.72,944106,Insider,Unpatched Software,VPN,2
2823,Australia,2024,DDoS,IT,57.81,179507,Insider,Weak Passwords,VPN,8
958,Russia,2019,Malware,IT,71.92,500655,Nation-state,Zero-day,AI-based Detection,8
1774,Brazil,2020,Phishing,Banking,21.65,434936,Hacker Group,Zero-day,Encryption,24
2142,Russia,2021,Phishing,Government,45.97,699825,Nation-state,Unpatched Software,Antivirus,60
1009,China,2024,Phishing,IT,24.92,852327,Unknown,Zero-day,VPN,44
1093,Brazil,2019,DDoS,Telecommunications,59.86,899413,Nation-state,Weak Passwords,Encryption,11
2675,Russia,2019,SQL Injection,Telecommunications,10.88,299403,Unknown,Unpatched Software,Antivirus,23
997,USA,2024,Phishing,Telecommunications,64.67,996651,Hacker Group,Weak Passwords,Encryption,69
1680,Brazil,2017,DDoS,Healthcare,62.74,460264,Unknown,Social Engineering,Firewall,9
154,Australia,2023,DDoS,Government,76.25,900661,Insider,Unpatched Software,Encryption,64
2783,USA,2020,Phishing,Government,37.66,449424,Unknown,Unpatched Software,Firewall,3
581,France,2021,SQL Injection,Banking,62.9,577763,Insider,Zero-day,AI-based Detection,43
1471,Brazil,2020,Ransomware,IT,71.74,3432,Hacker Group,Unpatched Software,AI-based Detection,45
704,France,2019,DDoS,Healthcare,27.89,460544,Unknown,Weak Passwords,Firewall,29
1213,India,2015,Ransomware,Healthcare,1.48,818172,Unknown,Social Engineering,VPN,30
897,India,2015,SQL Injection,Telecommunications,63.72,916516,Hacker Group,Social Engineering,Encryption,68
488,Japan,2024,Malware,Retail,56.9,353887,Unknown,Weak Passwords,Antivirus,59
560,China,2023,Malware,Telecommunications,80.1,237658,Unknown,Zero-day,Antivirus,26
1142,USA,2020,Phishing,Banking,74.51,332766,Hacker Group,Weak Passwords,Antivirus,53
1120,India,2019,Malware,Retail,58.98,267401,Unknown,Zero-day,Firewall,20
513,USA,2022,Ransomware,Government,71.33,257989,Unknown,Unpatched Software,AI-based Detection,68
634,India,2017,Ransomware,Retail,69.91,340928,Unknown,Social Engineering,Antivirus,61
2585,Russia,2022,DDoS,Retail,93.71,474552,Nation-state,Zero-day,Encryption,20
1665,Brazil,2015,Phishing,Banking,29.61,593384,Unknown,Zero-day,Firewall,65
1013,Japan,2018,DDoS,IT,75.34,972713,Unknown,Unpatched Software,Encryption,71
1932,France,2023,Man-in-the-Middle,Education,87.39,307155,Unknown,Unpatched Software,Antivirus,28
1151,Brazil,2021,DDoS,Banking,84.41,230110,Unknown,Social Engineering,Antivirus,51
2806,France,2015,SQL Injection,IT,70.18,596168,Nation-state,Zero-day,Encryption,15
117,UK,2024,Phishing,Government,81.26,993903,Unknown,Weak Passwords,Firewall,25
741,Russia,2019,Phishing,Government,93.7,808318,Nation-state,Social Engineering,Antivirus,57
2764,France,2017,Ransomware,IT,27.19,760590,Nation-state,Weak Passwords,Encryption,9
1975,China,2015,Man-in-the-Middle,Banking,66.47,623301,Hacker Group,Social Engineering,VPN,40
1082,UK,2019,Phishing,Government,21.58,831367,Insider,Social Engineering,Antivirus,55
1811,Japan,2020,SQL Injection,Retail,10.41,872095,Nation-state,Unpatched Software,Firewall,44
831,USA,2016,Ransomware,Government,8.21,537592,Nation-state,Social Engineering,Antivirus,11
120,Russia,2021,Malware,IT,83.76,920983,Insider,Social Engineering,Encryption,24
657,UK,2017,SQL Injection,Government,82.03,994787,Nation-state,Unpatched Software,Encryption,56
2733,Japan,2018,SQL Injection,IT,48.91,322255,Nation-state,Zero-day,AI-based Detection,41
2693,Japan,2023,Malware,Telecommunications,67.77,871255,Hacker Group,Social Engineering,AI-based Detection,24
2933,Russia,2023,SQL Injection,Telecommunications,48.84,680011,Insider,Unpatched Software,Encryption,66
636,Brazil,2020,Phishing,IT,57.43,212798,Insider,Social Engineering,Antivirus,31
370,USA,2020,DDoS,Government,10.54,741592,Insider,Social Engineering,VPN,69
269,Japan,2021,Phishing,Healthcare,37.45,558357,Hacker Group,Weak Passwords,VPN,49
47,Australia,2016,SQL Injection,Government,27.33,481293,Hacker Group,Unpatched Software,Antivirus,65
992,China,2024,Man-in-the-Middle,IT,63.79,195858,Hacker Group,Zero-day,Encryption,1
877,Australia,2016,Man-in-the-Middle,IT,84.46,94162,Unknown,Weak Passwords,Firewall,15
774,France,2020,Ransomware,Telecommunications,75.13,177097,Unknown,Unpatched Software,Encryption,15
1220,China,2020,DDoS,Education,52.36,499615,Hacker Group,Unpatched Software,Antivirus,19
1127,Japan,2018,Phishing,IT,72.01,401960,Nation-state,Unpatched Software,VPN,44
5,Germany,2018,Man-in-the-Middle,IT,74.41,810682,Insider,Social Engineering,VPN,68
1596,China,2022,Malware,Retail,11.31,561807,Unknown,Zero-day,Antivirus,17
2312,India,2016,SQL Injection,Banking,4.31,520308,Insider,Zero-day,VPN,39
2492,Brazil,2024,Phishing,IT,28.78,793783,Insider,Social Engineering,Firewall,17
1078,India,2019,Phishing,Banking,18.42,289539,Nation-state,Unpatched Software,Antivirus,27
838,Australia,2018,Phishing,Healthcare,39.94,755469,Hacker Group,Social Engineering,Antivirus,58
682,India,2024,Ransomware,IT,33.66,131900,Unknown,Unpatched Software,Antivirus,21
1716,India,2021,SQL Injection,IT,52.16,100105,Unknown,Zero-day,Firewall,56
2353,Germany,2018,Ransomware,IT,27.51,644913,Unknown,Weak Passwords,VPN,32
2362,India,2018,DDoS,Education,1.71,63389,Insider,Unpatched Software,VPN,20
2198,China,2020,Phishing,Education,54.76,183678,Insider,Zero-day,AI-based Detection,59
1149,Australia,2024,Man-in-the-Middle,Healthcare,65.72,299613,Hacker Group,Zero-day,Firewall,20
575,India,2015,Man-in-the-Middle,Education,79.89,416328,Nation-state,Zero-day,Encryption,55
51,USA,2023,DDoS,Retail,59.69,113612,Hacker Group,Zero-day,VPN,70
854,Japan,2022,DDoS,IT,20.16,174510,Insider,Zero-day,AI-based Detection,60
1983,France,2018,Ransomware,Education,34.54,608196,Insider,Weak Passwords,AI-based Detection,25
1824,India,2024,Malware,IT,92.08,430701,Hacker Group,Unpatched Software,VPN,54
834,India,2022,DDoS,IT,23.91,169310,Unknown,Weak Passwords,Encryption,36
1116,Germany,2020,Ransomware,Telecommunications,15.14,970038,Nation-state,Zero-day,Firewall,47
1167,Japan,2015,SQL Injection,Banking,73.94,274703,Nation-state,Social Engineering,Encryption,6
2519,UK,2016,Ransomware,IT,58.99,822380,Hacker Group,Zero-day,Firewall,26
1907,UK,2020,Man-in-the-Middle,Telecommunications,63.35,294447,Unknown,Zero-day,AI-based Detection,54
972,Brazil,2017,Ransomware,Education,80.5,279808,Insider,Social Engineering,Antivirus,60
400,Australia,2016,Malware,Retail,39.86,262611,Unknown,Social Engineering,Antivirus,33
2560,USA,2015,Malware,Retail,84.7,542283,Hacker Group,Social Engineering,Firewall,64
2369,Russia,2020,Ransomware,Banking,13.66,820140,Insider,Social Engineering,VPN,63
20,India,2016,DDoS,IT,36.45,261808,Nation-state,Social Engineering,AI-based Detection,6
685,India,2024,Phishing,Banking,23.32,879162,Unknown,Zero-day,VPN,38
36,Brazil,2020,Phishing,Banking,17.75,739540,Hacker Group,Zero-day,Encryption,31
2830,Japan,2020,Phishing,Telecommunications,91.52,846884,Nation-state,Social Engineering,AI-based Detection,42
525,Australia,2022,Malware,Education,47.12,866057,Unknown,Social Engineering,Antivirus,17
2456,Germany,2018,Ransomware,Healthcare,14.38,276925,Unknown,Unpatched Software,VPN,54
921,China,2020,Man-in-the-Middle,Telecommunications,14.61,855055,Hacker Group,Unpatched Software,Antivirus,59
1842,USA,2023,Malware,IT,21.53,233379,Unknown,Unpatched Software,Antivirus,50
1891,France,2020,DDoS,Education,16.35,728830,Insider,Zero-day,AI-based Detection,45
538,India,2016,Ransomware,Healthcare,37.12,113404,Hacker Group,Social Engineering,Antivirus,11
1706,Japan,2022,DDoS,Healthcare,9.5,387457,Nation-state,Weak Passwords,VPN,61
2932,USA,2022,Ransomware,Banking,34.58,322611,Unknown,Unpatched Software,VPN,16
246,India,2015,Malware,Telecommunications,14.09,28398,Insider,Zero-day,Encryption,22
785,Germany,2023,Malware,Telecommunications,3.86,51176,Unknown,Social Engineering,Encryption,61
1410,Germany,2017,Ransomware,Retail,68.73,509742,Nation-state,Zero-day,Antivirus,43
2538,Australia,2022,Malware,Retail,32.26,824433,Nation-state,Unpatched Software,AI-based Detection,60
155,India,2019,Phishing,Telecommunications,75.23,141627,Insider,Unpatched Software,AI-based Detection,64
1687,UK,2021,Phishing,IT,89.59,361270,Nation-state,Weak Passwords,VPN,31
626,India,2015,Malware,Telecommunications,1.52,913114,Insider,Unpatched Software,VPN,15
2877,Germany,2024,Malware,IT,47.13,471379,Unknown,Unpatched Software,AI-based Detection,67
1347,Brazil,2022,Phishing,Education,75.42,761590,Unknown,Unpatched Software,AI-based Detection,45
570,UK,2021,Ransomware,Telecommunications,3.99,634820,Insider,Unpatched Software,Encryption,33
2934,UK,2016,SQL Injection,Healthcare,63.93,165204,Hacker Group,Social Engineering,Encryption,18
1759,USA,2015,DDoS,Healthcare,62.99,232622,Nation-state,Weak Passwords,Antivirus,33
1817,Brazil,2017,Man-in-the-Middle,Healthcare,96.36,596078,Hacker Group,Weak Passwords,Encryption,10
2066,Australia,2022,Ransomware,Banking,32.56,979382,Nation-state,Social Engineering,Antivirus,43
128,China,2023,Man-in-the-Middle,Healthcare,48.71,421191,Nation-state,Unpatched Software,Firewall,62
2978,Russia,2018,DDoS,Retail,64.39,359124,Insider,Unpatched Software,AI-based Detection,13
2007,Japan,2015,Man-in-the-Middle,Education,50.99,685261,Nation-state,Unpatched Software,AI-based Detection,36
981,France,2017,DDoS,Healthcare,39.49,195459,Hacker Group,Weak Passwords,Encryption,14
2975,India,2022,Phishing,IT,37.76,800909,Nation-state,Zero-day,Antivirus,53
191,Australia,2017,Man-in-the-Middle,Telecommunications,79.72,799971,Insider,Zero-day,Firewall,63
1140,India,2024,Man-in-the-Middle,IT,1.75,617939,Unknown,Zero-day,Firewall,22
993,India,2019,Malware,Banking,37.03,358371,Insider,Weak Passwords,AI-based Detection,30
700,UK,2021,DDoS,Banking,8.82,736601,Nation-state,Zero-day,AI-based Detection,26
607,China,2021,Ransomware,Healthcare,32.72,994243,Hacker Group,Social Engineering,Firewall,54
181,China,2019,Ransomware,Retail,6.08,175261,Nation-state,Zero-day,VPN,64
302,UK,2017,DDoS,Government,15.63,663812,Nation-state,Zero-day,Antivirus,57
2545,USA,2024,Phishing,Education,47.95,569539,Unknown,Weak Passwords,Encryption,18
2776,UK,2023,Man-in-the-Middle,Banking,24.28,998547,Unknown,Weak Passwords,Antivirus,46
1061,Australia,2019,SQL Injection,Healthcare,0.75,269314,Unknown,Social Engineering,VPN,64
2820,Japan,2020,SQL Injection,IT,64.56,820070,Hacker Group,Weak Passwords,Encryption,70
2879,Germany,2021,Malware,Telecommunications,78.46,606940,Insider,Social Engineering,AI-based Detection,32
2566,Japan,2018,Ransomware,Government,44.98,951249,Hacker Group,Weak Passwords,VPN,25
1070,Brazil,2018,Man-in-the-Middle,IT,47.01,940513,Unknown,Unpatched Software,Encryption,10
2525,Germany,2022,DDoS,Telecommunications,51.95,919855,Hacker Group,Weak Passwords,Antivirus,56
2206,India,2020,SQL Injection,Telecommunications,87.44,731625,Nation-state,Zero-day,Antivirus,33
1244,India,2020,Ransomware,IT,70.91,403494,Hacker Group,Social Engineering,Firewall,3
17,Russia,2017,Man-in-the-Middle,Healthcare,13.04,850158,Hacker Group,Unpatched Software,AI-based Detection,67
2981,Germany,2015,Ransomware,Healthcare,58.91,801948,Insider,Zero-day,VPN,55
547,Russia,2019,Ransomware,Healthcare,21.95,217438,Hacker Group,Social Engineering,Firewall,14
659,Germany,2023,SQL Injection,Telecommunications,6.09,590760,Unknown,Unpatched Software,Firewall,32
2705,Brazil,2024,SQL Injection,IT,33.94,88304,Nation-state,Zero-day,Encryption,41
2736,Japan,2022,Phishing,Banking,12.42,570853,Unknown,Unpatched Software,Encryption,4
1505,Japan,2017,Phishing,IT,49.12,845169,Nation-state,Social Engineering,VPN,1
960,China,2023,Phishing,Retail,90.04,143728,Unknown,Zero-day,AI-based Detection,57
2332,Germany,2018,DDoS,Banking,81.34,52799,Insider,Zero-day,AI-based Detection,38
798,China,2016,DDoS,IT,71.75,816710,Hacker Group,Weak Passwords,VPN,60
226,Russia,2021,SQL Injection,Telecommunications,68.07,538602,Insider,Unpatched Software,VPN,19
2075,Russia,2022,Man-in-the-Middle,Banking,53.95,846546,Unknown,Unpatched Software,VPN,51
1800,Australia,2023,Man-in-the-Middle,Telecommunications,66.91,156195,Nation-state,Unpatched Software,Firewall,58
2486,Brazil,2024,DDoS,Retail,25.17,658226,Insider,Weak Passwords,VPN,52
2963,UK,2023,Malware,Retail,28.79,6691,Hacker Group,Zero-day,VPN,57
2278,Australia,2020,Ransomware,Telecommunications,97.9,139407,Insider,Unpatched Software,Antivirus,41
2086,Brazil,2016,Man-in-the-Middle,Banking,70.89,378949,Unknown,Weak Passwords,AI-based Detection,67
1694,Australia,2022,SQL Injection,IT,15.29,42346,Hacker Group,Unpatched Software,VPN,33
1046,Brazil,2024,SQL Injection,Education,14.69,783795,Insider,Weak Passwords,AI-based Detection,43
470,Brazil,2023,Ransomware,Retail,66.38,608520,Hacker Group,Zero-day,VPN,14
955,China,2023,Man-in-the-Middle,Telecommunications,37.73,849834,Hacker Group,Zero-day,AI-based Detection,56
2977,France,2017,Phishing,Healthcare,4.87,388325,Nation-state,Social Engineering,AI-based Detection,39
640,Brazil,2017,DDoS,IT,5.88,231114,Insider,Weak Passwords,AI-based Detection,37
2779,Russia,2024,Man-in-the-Middle,Education,72.02,191361,Hacker Group,Unpatched Software,AI-based Detection,11
1219,Germany,2020,SQL Injection,IT,54.59,248356,Nation-state,Weak Passwords,AI-based Detection,25
1159,Japan,2016,Phishing,Banking,82.93,36797,Insider,Unpatched Software,VPN,2
1416,France,2024,Phishing,IT,64.54,255689,Unknown,Zero-day,Antivirus,54
2714,France,2021,Malware,Government,50.84,7910,Unknown,Unpatched Software,Firewall,19
1528,France,2022,Ransomware,Healthcare,42.33,657939,Nation-state,Social Engineering,Antivirus,47
2922,Australia,2015,Phishing,Banking,99.2,666877,Nation-state,Weak Passwords,Antivirus,28
1301,France,2024,DDoS,Government,86.65,419571,Nation-state,Zero-day,AI-based Detection,72
2867,Japan,2023,DDoS,Government,17.69,799380,Unknown,Weak Passwords,AI-based Detection,57
1604,Japan,2023,Man-in-the-Middle,Education,16.42,60322,Insider,Zero-day,VPN,22
161,Russia,2021,SQL Injection,Telecommunications,80.23,599291,Nation-state,Social Engineering,Firewall,55
1705,Germany,2018,DDoS,Retail,80.85,148209,Insider,Weak Passwords,Antivirus,54
957,USA,2021,Ransomware,Education,6.77,697935,Unknown,Social Engineering,AI-based Detection,16
2916,Russia,2018,Malware,Banking,23.14,159475,Insider,Zero-day,Encryption,19
878,France,2023,Man-in-the-Middle,Retail,9.43,565002,Hacker Group,Unpatched Software,Firewall,72
1920,India,2018,Phishing,IT,13.05,400964,Nation-state,Weak Passwords,VPN,19
1885,Brazil,2024,DDoS,Healthcare,70.0,484101,Hacker Group,Unpatched Software,VPN,9
2201,Japan,2017,DDoS,Telecommunications,73.27,368351,Nation-state,Zero-day,Antivirus,48
99,UK,2021,DDoS,Education,80.26,276593,Nation-state,Social Engineering,Encryption,36
2828,China,2017,DDoS,IT,17.49,394109,Unknown,Unpatched Software,AI-based Detection,37
2558,Russia,2017,Phishing,Education,66.25,702883,Insider,Unpatched Software,VPN,31
254,UK,2016,SQL Injection,IT,6.59,186612,Unknown,Unpatched Software,Antivirus,30
